SCHOOL_YEAR,ULCS_NO,INCIDENT_TYPE,INCIDENT_COUNT,SCHOOL_ID
2014-2015,4560,4560,0,456
2014-2015,4570,4570,0,457
2014-2015,4570,4570,0,457
2014-2015,4570,4570,0,457
2014-2015,5020,5020,1,502
2014-2015,5020,5020,0,502
2014-2015,5020,5020,1,502
2014-2015,5050,5050,2,505
2014-2015,5050,5050,0,505
2014-2015,5050,5050,0,505
2014-2015,5050,5050,0,505
2014-2015,5050,5050,0,505
2014-2015,5060,5060,0,506
2014-2015,5060,5060,0,506
2014-2015,5060,5060,2,506
2014-2015,5060,5060,3,506
2014-2015,5070,5070,0,507
2014-2015,5080,5080,3,508
2014-2015,5090,5090,0,509
2014-2015,5090,5090,0,509
2014-2015,5150,5150,0,515
2014-2015,5150,5150,0,515
2014-2015,5150,5150,1,515
2014-2015,5170,5170,8,517
2014-2015,5200,5200,1,520
2014-2015,5200,5200,0,520
2014-2015,5210,5210,0,521
2014-2015,5210,5210,0,521
2014-2015,5210,5210,0,521
2014-2015,5230,5230,0,523
2014-2015,5230,5230,1,523
2014-2015,5300,5300,0,530
2014-2015,5330,5330,0,533
2014-2015,5340,5340,0,534
2014-2015,5340,5340,2,534
2014-2015,5350,5350,1,535
2014-2015,5350,5350,2,535
2014-2015,5370,5370,0,537
2014-2015,5390,5390,1,539
2014-2015,5390,5390,0,539
2014-2015,5390,5390,0,539
2014-2015,5390,5390,4,539
2014-2015,5390,5390,2,539
2014-2015,5400,5400,0,540
2014-2015,5400,5400,10,540
2014-2015,5400,5400,0,540
2014-2015,5410,5410,0,541
2014-2015,5410,5410,0,541
2014-2015,5410,5410,0,541
2014-2015,5420,5420,0,542
2014-2015,5420,5420,3,542
2014-2015,5430,5430,0,543
2014-2015,5440,5440,1,544
2014-2015,5470,5470,2,547
2014-2015,5480,5480,0,548
2014-2015,5490,5490,5,549
2014-2015,5490,5490,0,549
2014-2015,5490,5490,0,549
2014-2015,5490,5490,0,549
2014-2015,5500,5500,0,550
2014-2015,5500,5500,0,550
2014-2015,5510,5510,1,551
2014-2015,5510,5510,0,551
2014-2015,5520,5520,0,552
2014-2015,5520,5520,3,552
2014-2015,5530,5530,0,553
2014-2015,5550,5550,1,555
2014-2015,5550,5550,3,555
2014-2015,5560,5560,0,556
2014-2015,5560,5560,0,556
2014-2015,4020,4020,0,402
2014-2015,4020,4020,1,402
2014-2015,4030,4030,0,403
2014-2015,4030,4030,0,403
2014-2015,4030,4030,2,403
2014-2015,4060,4060,6,406
2014-2015,4060,4060,2,406
2014-2015,4100,4100,0,410
2014-2015,4140,4140,1,414
2014-2015,4220,4220,0,422
2014-2015,4240,4240,1,424
2014-2015,4270,4270,3,427
2014-2015,4270,4270,0,427
2014-2015,4270,4270,11,427
2014-2015,4270,4270,0,427
2014-2015,4280,4280,2,428
2014-2015,4280,4280,2,428
2014-2015,4300,4300,1,430
2014-2015,4300,4300,0,430
2014-2015,4320,4320,6,432
2014-2015,4320,4320,0,432
2014-2015,4320,4320,0,432
2014-2015,4350,4350,0,435
2014-2015,4350,4350,0,435
2014-2015,4370,4370,0,437
2014-2015,4370,4370,0,437
2014-2015,4370,4370,0,437
2014-2015,4370,4370,0,437
2014-2015,4440,4440,9,444
2014-2015,4440,4440,0,444
2014-2015,4440,4440,1,444
2014-2015,4460,4460,0,446
2014-2015,4480,4480,1,448
2014-2015,4480,4480,0,448
2014-2015,4480,4480,0,448
2014-2015,4530,4530,0,453
2014-2015,4530,4530,0,453
2014-2015,4560,4560,2,456
2014-2015,4560,4560,0,456
2014-2015,4560,4560,1,456
2014-2015,4560,4560,0,456
2014-2015,4570,4570,0,457
2014-2015,4570,4570,0,457
2014-2015,5020,5020,1,502
2014-2015,6410,6410,0,641
2014-2015,6410,6410,0,641
2014-2015,6430,6430,0,643
2014-2015,6440,6440,1,644
2014-2015,6440,6440,0,644
2014-2015,6440,6440,1,644
2014-2015,6440,6440,0,644
2014-2015,6450,6450,0,645
2014-2015,6450,6450,1,645
2014-2015,6460,6460,1,646
2014-2015,6460,6460,0,646
2014-2015,6460,6460,1,646
2014-2015,6460,6460,0,646
2014-2015,6460,6460,1,646
2014-2015,6460,6460,1,646
2014-2015,6470,6470,0,647
2014-2015,6480,6480,0,648
2014-2015,6480,6480,3,648
2014-2015,6480,6480,0,648
2014-2015,6480,6480,0,648
2014-2015,6540,6540,0,654
2014-2015,7010,7010,1,701
2014-2015,7010,7010,0,701
2014-2015,7010,7010,3,701
2014-2015,7010,7010,6,701
2014-2015,7010,7010,5,701
2014-2015,7110,7110,0,711
2014-2015,7110,7110,8,711
2014-2015,7120,7120,1,712
2014-2015,7150,7150,0,715
2014-2015,7150,7150,0,715
2014-2015,7150,7150,0,715
2014-2015,7200,7200,0,720
2014-2015,7200,7200,0,720
2014-2015,7220,7220,4,722
2014-2015,7220,7220,2,722
2014-2015,7220,7220,1,722
2014-2015,7260,7260,0,726
2014-2015,7260,7260,0,726
2014-2015,7270,7270,0,727
2014-2015,7270,7270,0,727
2014-2015,7270,7270,0,727
2014-2015,7280,7280,0,728
2014-2015,7280,7280,0,728
2014-2015,7280,7280,2,728
2014-2015,7280,7280,3,728
2014-2015,7300,7300,0,730
2014-2015,7320,7320,0,732
2014-2015,7370,7370,0,737
2014-2015,7370,7370,4,737
2014-2015,7380,7380,12,738
2014-2015,7380,7380,0,738
2014-2015,7380,7380,0,738
2014-2015,7380,7380,1,738
2014-2015,7380,7380,0,738
2014-2015,7390,7390,0,739
2014-2015,7390,7390,0,739
2014-2015,7400,7400,0,740
2014-2015,7400,7400,0,740
2014-2015,7400,7400,3,740
2014-2015,7430,7430,0,743
2014-2015,7430,7430,0,743
2014-2015,7430,7430,0,743
2014-2015,7440,7440,0,744
2014-2015,7440,7440,0,744
2014-2015,7440,7440,1,744
2014-2015,7460,7460,2,746
2014-2015,7460,7460,0,746
2014-2015,7470,7470,0,747
2014-2015,7490,7490,0,749
2014-2015,7490,7490,0,749
2014-2015,7500,7500,0,750
2014-2015,7500,7500,0,750
2014-2015,7500,7500,0,750
2014-2015,7510,7510,0,751
2014-2015,7530,7530,0,753
2014-2015,7530,7530,0,753
2014-2015,7530,7530,0,753
2014-2015,7730,7730,0,773
2014-2015,7730,7730,2,773
2014-2015,8010,8010,2,801
2014-2015,8030,8030,6,803
2014-2015,8030,8030,1,803
2014-2015,8090,8090,3,809
2014-2015,8120,8120,0,812
2014-2015,8120,8120,0,812
2014-2015,8120,8120,23,812
2014-2015,8140,8140,0,814
2014-2015,8140,8140,5,814
2014-2015,8140,8140,1,814
2014-2015,8160,8160,0,816
2014-2015,8160,8160,0,816
2014-2015,8160,8160,1,816
2014-2015,8180,8180,0,818
2014-2015,8180,8180,1,818
2014-2015,8210,8210,0,821
2014-2015,8210,8210,0,821
2014-2015,8210,8210,0,821
2014-2015,8210,8210,0,821
2014-2015,8230,8230,0,823
2014-2015,8230,8230,0,823
2014-2015,8240,8240,0,824
2014-2015,8240,8240,0,824
2014-2015,8250,8250,0,825
2014-2015,8260,8260,0,826
2014-2015,8260,8260,0,826
2014-2015,8270,8270,1,827
2014-2015,8270,8270,0,827
2014-2015,8270,8270,0,827
2014-2015,8310,8310,0,831
2014-2015,8310,8310,0,831
2014-2015,8340,8340,0,834
2014-2015,8340,8340,1,834
2014-2015,8350,8350,1,835
2014-2015,8350,8350,0,835
2014-2015,8350,8350,1,835
2014-2015,8360,8360,0,836
2014-2015,8360,8360,0,836
2014-2015,1010,1010,1,101
2014-2015,1010,1010,4,101
2014-2015,1010,1010,0,101
2014-2015,1030,1030,0,103
2014-2015,1030,1030,4,103
2014-2015,1030,1030,2,103
2014-2015,1030,1030,0,103
2014-2015,1050,1050,0,105
2014-2015,1100,1100,0,110
2014-2015,1100,1100,4,110
2014-2015,1100,1100,1,110
2014-2015,1130,1130,0,113
2014-2015,1130,1130,8,113
2014-2015,1190,1190,0,119
2014-2015,1200,1200,0,120
2014-2015,1200,1200,3,120
2014-2015,1230,1230,0,123
2014-2015,1230,1230,6,123
2014-2015,1230,1230,1,123
2014-2015,1250,1250,0,125
2014-2015,1280,1280,0,128
2014-2015,1280,1280,0,128
2014-2015,1280,1280,1,128
2014-2015,1290,1290,0,129
2014-2015,1290,1290,0,129
2014-2015,2720,2720,0,272
2014-2015,2720,2720,0,272
2014-2015,2720,2720,0,272
2014-2015,2720,2720,0,272
2014-2015,2720,2720,0,272
2014-2015,2720,2720,0,272
2014-2015,1440,1440,1,144
2014-2015,2720,2720,0,272
2014-2015,4020,4020,0,402
2014-2015,4020,4020,0,402
2014-2015,4030,4030,0,403
2014-2015,4030,4030,0,403
2014-2015,4030,4030,0,403
2014-2015,4060,4060,1,406
2014-2015,4060,4060,3,406
2014-2015,4060,4060,0,406
2014-2015,4060,4060,5,406
2014-2015,4100,4100,1,410
2014-2015,4100,4100,3,410
2014-2015,4100,4100,0,410
2014-2015,4100,4100,1,410
2014-2015,4100,4100,0,410
2014-2015,4220,4220,0,422
2014-2015,4220,4220,0,422
2014-2015,4220,4220,0,422
2014-2015,4220,4220,0,422
2014-2015,4240,4240,0,424
2014-2015,4240,4240,0,424
2014-2015,4240,4240,0,424
2014-2015,4270,4270,0,427
2014-2015,4280,4280,0,428
2014-2015,4280,4280,0,428
2014-2015,4280,4280,0,428
2014-2015,4300,4300,0,430
2014-2015,4320,4320,1,432
2014-2015,4320,4320,1,432
2014-2015,4320,4320,1,432
2014-2015,4370,4370,0,437
2014-2015,4370,4370,0,437
2014-2015,4370,4370,1,437
2014-2015,4380,4380,0,438
2014-2015,4440,4440,0,444
2014-2015,4440,4440,1,444
2014-2015,4470,4470,3,447
2014-2015,4470,4470,0,447
2014-2015,4470,4470,0,447
2014-2015,4470,4470,1,447
2014-2015,4480,4480,0,448
2014-2015,4560,4560,0,456
2014-2015,4560,4560,0,456
2014-2015,4560,4560,0,456
2014-2015,4560,4560,0,456
2014-2015,4570,4570,3,457
2014-2015,4570,4570,0,457
2014-2015,4570,4570,2,457
2014-2015,4570,4570,1,457
2014-2015,5020,5020,31,502
2014-2015,5020,5020,3,502
2014-2015,5020,5020,3,502
2014-2015,5050,5050,0,505
2014-2015,5050,5050,2,505
2014-2015,5060,5060,2,506
2014-2015,5060,5060,3,506
2014-2015,5070,5070,2,507
2014-2015,5080,5080,0,508
2014-2015,5090,5090,0,509
2014-2015,5090,5090,0,509
2014-2015,5090,5090,0,509
2014-2015,5090,5090,0,509
2014-2015,5150,5150,0,515
2014-2015,5160,5160,0,516
2014-2015,5170,5170,2,517
2014-2015,5170,5170,1,517
2014-2015,6010,6010,0,601
2014-2015,6030,6030,0,603
2014-2015,6030,6030,0,603
2014-2015,6030,6030,6,603
2014-2015,6040,6040,0,604
2014-2015,6040,6040,0,604
2014-2015,6040,6040,0,604
2014-2015,6050,6050,2,605
2014-2015,6060,6060,1,606
2014-2015,6060,6060,0,606
2014-2015,6090,6090,4,609
2014-2015,6090,6090,1,609
2014-2015,6090,6090,0,609
2014-2015,6090,6090,0,609
2014-2015,6090,6090,2,609
2014-2015,6100,6100,0,610
2014-2015,6200,6200,0,620
2014-2015,6210,6210,0,621
2014-2015,6220,6220,0,622
2014-2015,6230,6230,1,623
2014-2015,6250,6250,0,625
2014-2015,6250,6250,0,625
2014-2015,6260,6260,0,626
2014-2015,6260,6260,1,626
2014-2015,6260,6260,1,626
2014-2015,6270,6270,0,627
2014-2015,6270,6270,6,627
2014-2015,6300,6300,0,630
2014-2015,6300,6300,0,630
2014-2015,6300,6300,0,630
2014-2015,6320,6320,0,632
2014-2015,6320,6320,0,632
2014-2015,6340,6340,4,634
2014-2015,6340,6340,0,634
2014-2015,6350,6350,0,635
2014-2015,6350,6350,2,635
2014-2015,6360,6360,0,636
2014-2015,6380,6380,0,638
2014-2015,6390,6390,3,639
2014-2015,6390,6390,0,639
2014-2015,6390,6390,2,639
2014-2015,6410,6410,0,641
2014-2015,6430,6430,0,643
2014-2015,6430,6430,0,643
2014-2015,6430,6430,0,643
2014-2015,6440,6440,1,644
2014-2015,6440,6440,6,644
2014-2015,6440,6440,2,644
2014-2015,6450,6450,0,645
2014-2015,6450,6450,0,645
2014-2015,6460,6460,0,646
2014-2015,6470,6470,0,647
2014-2015,6480,6480,1,648
2014-2015,6480,6480,0,648
2014-2015,6480,6480,0,648
2014-2015,6540,6540,0,654
2014-2015,6540,6540,0,654
2014-2015,6540,6540,0,654
2014-2015,6540,6540,0,654
2014-2015,6540,6540,0,654
2014-2015,7010,7010,1,701
2014-2015,7010,7010,0,701
2014-2015,7100,7100,0,710
2014-2015,7100,7100,8,710
2014-2015,7110,7110,1,711
2014-2015,7110,7110,5,711
2014-2015,7120,7120,3,712
2014-2015,7130,7130,10,713
2014-2015,7130,7130,0,713
2014-2015,7150,7150,0,715
2014-2015,7200,7200,7,720
2014-2015,7220,7220,0,722
2014-2015,7260,7260,0,726
2014-2015,7260,7260,0,726
2014-2015,7270,7270,5,727
2014-2015,7290,7290,0,729
2014-2015,7290,7290,19,729
2014-2015,7290,7290,1,729
2014-2015,7290,7290,1,729
2014-2015,7300,7300,0,730
2014-2015,7300,7300,0,730
2014-2015,7310,7310,0,731
2014-2015,7310,7310,0,731
2014-2015,7320,7320,0,732
2014-2015,7320,7320,0,732
2014-2015,7320,7320,0,732
2014-2015,7330,7330,0,733
2014-2015,7350,7350,2,735
2014-2015,7350,7350,0,735
2014-2015,7350,7350,0,735
2014-2015,7350,7350,0,735
2014-2015,7350,7350,0,735
2014-2015,7350,7350,1,735
2014-2015,7360,7360,1,736
2014-2015,7360,7360,1,736
2014-2015,7360,7360,0,736
2014-2015,7370,7370,0,737
2014-2015,7370,7370,1,737
2014-2015,7380,7380,0,738
2014-2015,7380,7380,1,738
2014-2015,7390,7390,0,739
2014-2015,7390,7390,0,739
2014-2015,7390,7390,1,739
2014-2015,7390,7390,2,739
2014-2015,7400,7400,1,740
2014-2015,7430,7430,0,743
2014-2015,7440,7440,0,744
2014-2015,7440,7440,0,744
2014-2015,7460,7460,0,746
2014-2015,7460,7460,0,746
2014-2015,7470,7470,2,747
2014-2015,7500,7500,0,750
2014-2015,7500,7500,1,750
2014-2015,7500,7500,0,750
2014-2015,7500,7500,1,750
2014-2015,7500,7500,0,750
2014-2015,7530,7530,0,753
2014-2015,7730,7730,22,773
2014-2015,7730,7730,1,773
2014-2015,7730,7730,1,773
2014-2015,8010,8010,4,801
2014-2015,8020,8020,0,802
2014-2015,8020,8020,0,802
2014-2015,8020,8020,0,802
2014-2015,8020,8020,2,802
2014-2015,8030,8030,0,803
2014-2015,8030,8030,1,803
2014-2015,8040,8040,0,804
2014-2015,1010,1010,1,101
2014-2015,1010,1010,10,101
2014-2015,1010,1010,6,101
2014-2015,1020,1020,10,102
2014-2015,1020,1020,1,102
2014-2015,1020,1020,0,102
2014-2015,1020,1020,0,102
2014-2015,1030,1030,0,103
2014-2015,1030,1030,7,103
2014-2015,1050,1050,0,105
2014-2015,1050,1050,0,105
2014-2015,1050,1050,0,105
2014-2015,1100,1100,3,110
2014-2015,1100,1100,0,110
2014-2015,1100,1100,8,110
2014-2015,1130,1130,12,113
2014-2015,1130,1130,0,113
2014-2015,1190,1190,0,119
2014-2015,1200,1200,0,120
2014-2015,1200,1200,0,120
2014-2015,1200,1200,24,120
2014-2015,1200,1200,0,120
2014-2015,1230,1230,30,123
2014-2015,1230,1230,2,123
2014-2015,1230,1230,0,123
2014-2015,1250,1250,0,125
2014-2015,1250,1250,0,125
2014-2015,1260,1260,1,126
2014-2015,1260,1260,0,126
2014-2015,1260,1260,0,126
2014-2015,1260,1260,0,126
2014-2015,1280,1280,0,128
2014-2015,1290,1290,0,129
2014-2015,1290,1290,0,129
2014-2015,1300,1300,6,130
2014-2015,1300,1300,0,130
2014-2015,1300,1300,3,130
2014-2015,1330,1330,17,133
2014-2015,1330,1330,0,133
2014-2015,5170,5170,0,517
2014-2015,5200,5200,0,520
2014-2015,5200,5200,0,520
2014-2015,5210,5210,0,521
2014-2015,5230,5230,9,523
2014-2015,5230,5230,0,523
2014-2015,5230,5230,0,523
2014-2015,5250,5250,6,525
2014-2015,5250,5250,0,525
2014-2015,5250,5250,0,525
2014-2015,5260,5260,1,526
2014-2015,5300,5300,2,530
2014-2015,5300,5300,0,530
2014-2015,5320,5320,0,532
2014-2015,5320,5320,12,532
2014-2015,5320,5320,1,532
2014-2015,5320,5320,0,532
2014-2015,5320,5320,2,532
2014-2015,5320,5320,2,532
2014-2015,5330,5330,0,533
2014-2015,5330,5330,0,533
2014-2015,5340,5340,1,534
2014-2015,5340,5340,0,534
2014-2015,5350,5350,0,535
2014-2015,5350,5350,0,535
2014-2015,5370,5370,1,537
2014-2015,5370,5370,0,537
2014-2015,5370,5370,0,537
2014-2015,5390,5390,0,539
2014-2015,5390,5390,0,539
2014-2015,5400,5400,1,540
2014-2015,5400,5400,1,540
2014-2015,5420,5420,0,542
2014-2015,5430,5430,0,543
2014-2015,5430,5430,0,543
2014-2015,5440,5440,3,544
2014-2015,5440,5440,1,544
2014-2015,5470,5470,0,547
2014-2015,5470,5470,0,547
2014-2015,5480,5480,0,548
2014-2015,5490,5490,0,549
2014-2015,5500,5500,3,550
2014-2015,5510,5510,0,551
2014-2015,5520,5520,0,552
2014-2015,5520,5520,0,552
2014-2015,5530,5530,0,553
2014-2015,5530,5530,0,553
2014-2015,5550,5550,1,555
2014-2015,5550,5550,0,555
2014-2015,5560,5560,0,556
2014-2015,5560,5560,0,556
2014-2015,5600,5600,0,560
2014-2015,5600,5600,0,560
2014-2015,5600,5600,1,560
2014-2015,5610,5610,0,561
2014-2015,5610,5610,1,561
2014-2015,5610,5610,0,561
2014-2015,5610,5610,0,561
2014-2015,5610,5610,0,561
2014-2015,5620,5620,0,562
2014-2015,5680,5680,6,568
2014-2015,5680,5680,1,568
2014-2015,5680,5680,0,568
2014-2015,6010,6010,0,601
2014-2015,6010,6010,7,601
2014-2015,6010,6010,0,601
2014-2015,6010,6010,6,601
2014-2015,6030,6030,5,603
2014-2015,6030,6030,1,603
2014-2015,6040,6040,0,604
2014-2015,6050,6050,0,605
2014-2015,6050,6050,0,605
2014-2015,6060,6060,4,606
2014-2015,6090,6090,8,609
2014-2015,6090,6090,0,609
2014-2015,6100,6100,0,610
2014-2015,6100,6100,6,610
2014-2015,6100,6100,0,610
2014-2015,6200,6200,2,620
2014-2015,6200,6200,0,620
2014-2015,6200,6200,0,620
2014-2015,6220,6220,0,622
2014-2015,6220,6220,5,622
2014-2015,6220,6220,0,622
2014-2015,6220,6220,1,622
2014-2015,6230,6230,1,623
2014-2015,6250,6250,0,625
2014-2015,6250,6250,0,625
2014-2015,6250,6250,0,625
2014-2015,6270,6270,0,627
2014-2015,6270,6270,0,627
2014-2015,6270,6270,3,627
2014-2015,6270,6270,0,627
2014-2015,6300,6300,0,630
2014-2015,6300,6300,0,630
2014-2015,6310,6310,0,631
2014-2015,6310,6310,0,631
2014-2015,6310,6310,0,631
2014-2015,6310,6310,0,631
2014-2015,6320,6320,0,632
2014-2015,6320,6320,0,632
2014-2015,6320,6320,0,632
2014-2015,6320,6320,0,632
2014-2015,6340,6340,0,634
2014-2015,6340,6340,0,634
2014-2015,6340,6340,0,634
2014-2015,6350,6350,0,635
2014-2015,6350,6350,0,635
2014-2015,6350,6350,1,635
2014-2015,6350,6350,1,635
2014-2015,6360,6360,1,636
2014-2015,6380,6380,0,638
2014-2015,6380,6380,0,638
2014-2015,6390,6390,0,639
2014-2015,6390,6390,0,639
2014-2015,6390,6390,0,639
2014-2015,8090,8090,10,809
2014-2015,8120,8120,12,812
2014-2015,8120,8120,2,812
2014-2015,8120,8120,4,812
2014-2015,8140,8140,0,814
2014-2015,8160,8160,0,816
2014-2015,8180,8180,0,818
2014-2015,8180,8180,2,818
2014-2015,8200,8200,1,820
2014-2015,8200,8200,3,820
2014-2015,8200,8200,0,820
2014-2015,8200,8200,1,820
2014-2015,8210,8210,0,821
2014-2015,8210,8210,0,821
2014-2015,8230,8230,0,823
2014-2015,8240,8240,0,824
2014-2015,8240,8240,0,824
2014-2015,8250,8250,0,825
2014-2015,8250,8250,0,825
2014-2015,8260,8260,0,826
2014-2015,8260,8260,0,826
2014-2015,8260,8260,0,826
2014-2015,8270,8270,0,827
2014-2015,8270,8270,3,827
2014-2015,8300,8300,1,830
2014-2015,8300,8300,4,830
2014-2015,8320,8320,2,832
2014-2015,8320,8320,8,832
2014-2015,8320,8320,0,832
2014-2015,8340,8340,0,834
2014-2015,8340,8340,1,834
2014-2015,8350,8350,0,835
2014-2015,8350,8350,1,835
2014-2015,8350,8350,0,835
2014-2015,8350,8350,0,835
2014-2015,8350,8350,2,835
2014-2015,8360,8360,0,836
2014-2015,8370,8370,0,837
2014-2015,8370,8370,1,837
2014-2015,8370,8370,1,837
2014-2015,8370,8370,0,837
2014-2015,8380,8380,0,838
2014-2015,8390,8390,2,839
2014-2015,8400,8400,0,840
2014-2015,8400,8400,0,840
2014-2015,8410,8410,0,841
2014-2015,8410,8410,0,841
2014-2015,8410,8410,1,841
2014-2015,8420,8420,3,842
2014-2015,8440,8440,0,844
2014-2015,8440,8440,0,844
2014-2015,8560,8560,0,856
2014-2015,1340,1340,0,134
2014-2015,1340,1340,0,134
2014-2015,1340,1340,5,134
2014-2015,1350,1350,0,135
2014-2015,1380,1380,0,138
2014-2015,1400,1400,0,140
2014-2015,1400,1400,0,140
2014-2015,1400,1400,2,140
2014-2015,1410,1410,14,141
2014-2015,1410,1410,1,141
2014-2015,1420,1420,0,142
2014-2015,1420,1420,8,142
2014-2015,1440,1440,7,144
2014-2015,1440,1440,0,144
2014-2015,1440,1440,1,144
2014-2015,1460,1460,0,146
2014-2015,1460,1460,0,146
2014-2015,1460,1460,0,146
2014-2015,1460,1460,0,146
2014-2015,1470,1470,0,147
2014-2015,1470,1470,0,147
2014-2015,1490,1490,18,149
2014-2015,1490,1490,1,149
2014-2015,1490,1490,0,149
2014-2015,1580,1580,0,158
2014-2015,2000,2000,2,200
2014-2015,2010,2010,2,201
2014-2015,2020,2020,0,202
2014-2015,2140,2140,1,214
2014-2015,2160,2160,2,216
2014-2015,2190,2190,1,219
2014-2015,2190,2190,0,219
2014-2015,2190,2190,0,219
2014-2015,2210,2210,0,221
2014-2015,2210,2210,2,221
2014-2015,2210,2210,4,221
2014-2015,2210,2210,0,221
2014-2015,2260,2260,0,226
2014-2015,2290,2290,0,229
2014-2015,2290,2290,0,229
2014-2015,2320,2320,0,232
2014-2015,2340,2340,0,234
2014-2015,2370,2370,19,237
2014-2015,2370,2370,2,237
2014-2015,2380,2380,0,238
2014-2015,2390,2390,28,239
2014-2015,2390,2390,0,239
2014-2015,2390,2390,1,239
2014-2015,2390,2390,1,239
2014-2015,2410,2410,0,241
2014-2015,2410,2410,0,241
2014-2015,2450,2450,1,245
2014-2015,2470,2470,0,247
2014-2015,2470,2470,0,247
2014-2015,2470,2470,1,247
2014-2015,2480,2480,5,248
2014-2015,2480,2480,0,248
2014-2015,2480,2480,0,248
2014-2015,2490,2490,0,249
2014-2015,2490,2490,1,249
2014-2015,2510,2510,0,251
2014-2015,2520,2520,0,252
2014-2015,2520,2520,0,252
2014-2015,2540,2540,0,254
2014-2015,2540,2540,0,254
2014-2015,2540,2540,0,254
2014-2015,2580,2580,0,258
2014-2015,2580,2580,0,258
2014-2015,2590,2590,0,259
2014-2015,2590,2590,0,259
2014-2015,2590,2590,0,259
2014-2015,2590,2590,0,259
2014-2015,2590,2590,1,259
2014-2015,2590,2590,0,259
2014-2015,2620,2620,0,262
2014-2015,2620,2620,2,262
2014-2015,2620,2620,0,262
2014-2015,2650,2650,0,265
2014-2015,2650,2650,0,265
2014-2015,2650,2650,0,265
2014-2015,2670,2670,1,267
2014-2015,2670,2670,0,267
2014-2015,2670,2670,0,267
2014-2015,2680,2680,0,268
2014-2015,2680,2680,0,268
2014-2015,2690,2690,0,269
2014-2015,2690,2690,0,269
2014-2015,2720,2720,0,272
2014-2015,2720,2720,0,272
2014-2015,2720,2720,0,272
2016-2017,1010,1010,18,101
2016-2017,1010,1010,21,101
2016-2017,1010,1010,2,101
2016-2017,1010,1010,1,101
2016-2017,1010,1010,2,101
2016-2017,1010,1010,2,101
2016-2017,1010,1010,1,101
2016-2017,1010,1010,2,101
2016-2017,1010,1010,6,101
2016-2017,1020,1020,9,102
2016-2017,1020,1020,1,102
2016-2017,1020,1020,11,102
2016-2017,1020,1020,3,102
2016-2017,1020,1020,1,102
2016-2017,1020,1020,1,102
2016-2017,1020,1020,1,102
2016-2017,1020,1020,1,102
2016-2017,1020,1020,3,102
2016-2017,1020,1020,7,102
2016-2017,1030,1030,9,103
2016-2017,1030,1030,10,103
2016-2017,1030,1030,1,103
2016-2017,1030,1030,1,103
2016-2017,1030,1030,1,103
2016-2017,1030,1030,1,103
2016-2017,1050,1050,1,105
2016-2017,1050,1050,1,105
2016-2017,1050,1050,1,105
2016-2017,1100,1100,22,110
2016-2017,1100,1100,1,110
2016-2017,1100,1100,24,110
2016-2017,1100,1100,15,110
2016-2017,1100,1100,1,110
2016-2017,1100,1100,2,110
2016-2017,1100,1100,2,110
2016-2017,1100,1100,8,110
2016-2017,1100,1100,1,110
2016-2017,1100,1100,10,110
2016-2017,1130,1130,9,113
2016-2017,1130,1130,6,113
2016-2017,1130,1130,2,113
2016-2017,1130,1130,1,113
2016-2017,1130,1130,1,113
2016-2017,1130,1130,2,113
2016-2017,1130,1130,2,113
2016-2017,1130,1130,1,113
2016-2017,1130,1130,1,113
2016-2017,1130,1130,6,113
2016-2017,1190,1190,5,119
2016-2017,1190,1190,1,119
2016-2017,1190,1190,9,119
2016-2017,1190,1190,1,119
2016-2017,1190,1190,1,119
2016-2017,1190,1190,4,119
2016-2017,1190,1190,2,119
2016-2017,1200,1200,12,120
2016-2017,1200,1200,24,120
2016-2017,1200,1200,2,120
2016-2017,1200,1200,2,120
2016-2017,1200,1200,2,120
2016-2017,1200,1200,1,120
2016-2017,1200,1200,1,120
2016-2017,1200,1200,9,120
2016-2017,1200,1200,1,120
2016-2017,1200,1200,3,120
2016-2017,1230,1230,4,123
2016-2017,1230,1230,1,123
2016-2017,1230,1230,21,123
2016-2017,1230,1230,1,123
2016-2017,1230,1230,1,123
2016-2017,1230,1230,3,123
2016-2017,1230,1230,1,123
2016-2017,1230,1230,11,123
2016-2017,1230,1230,1,123
2016-2017,1230,1230,2,123
2016-2017,1230,1230,3,123
2016-2017,1250,1250,1,125
2016-2017,1250,1250,6,125
2016-2017,1250,1250,1,125
2016-2017,1250,1250,2,125
2016-2017,1250,1250,1,125
2016-2017,1260,1260,9,126
2016-2017,1260,1260,13,126
2016-2017,1260,1260,3,126
2016-2017,1260,1260,2,126
2016-2017,1260,1260,1,126
2016-2017,1260,1260,2,126
2016-2017,1260,1260,7,126
2016-2017,1260,1260,1,126
2016-2017,1260,1260,1,126
2016-2017,1260,1260,2,126
2016-2017,1280,1280,1,128
2016-2017,1290,1290,15,129
2016-2017,1290,1290,5,129
2016-2017,1290,1290,1,129
2016-2017,1290,1290,1,129
2016-2017,1290,1290,1,129
2016-2017,1290,1290,3,129
2016-2017,1290,1290,7,129
2016-2017,1290,1290,2,129
2016-2017,1290,1290,4,129
2016-2017,1300,1300,12,130
